,Parameter,Median,CI,CI_low,CI_high,Direction,Significance,Large,mod
738,b_Forest_coverage_2007,-0.0128092,0.95,-0.03522805,0.01008505,0.859583333333333,0.817416666666667,0.523,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
338,b_bio2,-0.0263987,0.95,-0.0441725275,-0.00879622,0.998,0.996333333333333,0.944166666666667,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
438,b_bio6,-0.0007345955,0.95,-0.0244192775,0.0224599475,0.524916666666667,0.458583333333333,0.18075,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
538,b_bio7,0.01131375,0.95,-0.0122363075,0.03585171,0.824,0.780333333333333,0.4765,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
194,b_bio15,0.001226025,0.95,-0.00046411035,0.00291257075,0.927666666666667,0.181833333333333,0,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
238,b_bio17,-8.625885e-05,0.95,-0.000209979175,3.88603025e-05,0.91275,0,0,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
638,b_elevation,4.201435e-05,0.95,-7.997522e-05,0.000163708075,0.749416666666667,0,0,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1638,b_sampling_effort,-0.0275682,0.95,-0.0528132875,-0.0033819825,0.986916666666667,0.981083333333333,0.900583333333333,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1338,b_nslongitudinal_eingevectordfEQ31,0.02343585,0.95,-0.0313187275,0.0776062275,0.803333333333333,0.782333333333333,0.66075,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1438,b_nslongitudinal_eingevectordfEQ32,0.02972265,0.95,-0.05146947,0.1130154,0.768666666666667,0.753583333333333,0.671,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1538,b_nslongitudinal_eingevectordfEQ33,-0.00395281,0.95,-0.07322573,0.06603623,0.547416666666667,0.5225,0.409083333333333,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1038,b_nslatitudinal_eingevectordfEQ31,-0.0281698,0.95,-0.0512617075,-0.00494761900000001,0.990833333333333,0.985083333333333,0.909583333333333,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1141,b_nslatitudinal_eingevectordfEQ32,-0.0522937,0.95,-0.13922655,0.0351097775,0.879916666666667,0.871583333333333,0.814583333333333,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
1239,b_nslatitudinal_eingevectordfEQ33,0.005699615,0.95,-0.032203275,0.0438868325,0.616166666666667,0.575833333333333,0.374333333333333,"mod_levdata_5a_thresholmin_and_sesam_BetaDiv_jac_splines
"
939,b_Intercept,46.496,0.95,-4.27012574999999,98.0955325,0.963583333333333,0.963,0.960833333333333,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
839,b_Forest_patch_area,-0.0001503435,0.95,-0.00098973485,0.000705363975,0.634083333333333,0,0,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
739,b_Forest_coverage_2007,-1.42748,0.95,-3.58064475,0.693065099999999,0.902083333333333,0.869833333333333,0.616666666666667,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
339,b_bio2,-1.763285,0.95,-3.395401,-0.146859575,0.983833333333333,0.973083333333333,0.792166666666667,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
439,b_bio6,-1.11579,0.95,-3.066644,0.82142765,0.866083333333333,0.821833333333333,0.510416666666667,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
539,b_bio7,-0.332247,0.95,-2.3728715,1.71268525,0.626333333333333,0.555916666666667,0.231416666666667,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
195,b_bio15,0.0675539,0.95,-0.0805710524999999,0.221187875,0.817416666666667,0.07225,0,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
239,b_bio17,-0.0113282,0.95,-0.022236365,-0.000426587650000003,0.980083333333333,0,0,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
639,b_elevation,0.0008743605,0.95,-0.009252798,0.0109072725,0.569666666666667,0,0,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
1639,b_sampling_effort,-1.91502,0.95,-4.1968335,0.427925924999999,0.947083333333333,0.928166666666667,0.761666666666667,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
1339,b_nslongitudinal_eingevectordfEQ31,-3.452855,0.95,-7.875243,1.054876,0.93425,0.925666666666667,0.853333333333333,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
1439,b_nslongitudinal_eingevectordfEQ32,-6.285815,0.95,-12.8858825,0.366044599999997,0.9685,0.963916666666667,0.938583333333333,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
1539,b_nslongitudinal_eingevectordfEQ33,-2.306445,0.95,-8.086405,3.380773,0.787083333333333,0.768,0.66375,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
1039,b_nslatitudinal_eingevectordfEQ31,-3.83353,0.95,-5.85985575,-1.77482225,1,1,0.995916666666667,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
1142,b_nslatitudinal_eingevectordfEQ32,-1.137635,0.95,-8.3173225,6.24921475,0.61775,0.600333333333333,0.504666666666667,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
1240,b_nslatitudinal_eingevectordfEQ33,2.13003,0.95,-1.19344875,5.5175965,0.898666666666667,0.87675,0.733416666666667,"mod_levdata_5a_thresholmin_and_sesam_Rich_ratio_splines
"
940,b_Intercept,-52.98105,0.95,-91.40143,-19.851755,1,1,1,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
840,b_Forest_patch_area,4.097625e-08,0.95,-5.539216e-06,5.53259575e-06,0.50625,0,0,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
740,b_Forest_coverage_2007,0.6157795,0.95,-0.703906125,2.11336025,0.76875,0.76625,0.7525,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
340,b_bio2,-0.726444,0.95,-1.1405515,-0.3604044,1,1,1,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
440,b_bio6,2.34113,0.95,0.70595995,4.2445625,1,1,1,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
540,b_bio7,1.62724,0.95,0.76871075,2.63355075,1,1,1,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
196,b_bio15,0.198516,0.95,-0.00481628449999996,0.431785275,0.970833333333333,0.958583333333333,0.904416666666667,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
240,b_bio17,0.0005360735,0.95,-0.004545059,0.00500113175,0.530666666666667,0,0,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
640,b_elevation,0.0115066,0.95,0.00377450025,0.02054081,1,0.795916666666667,0,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
1640,b_sampling_effort,-5.17473,0.95,-10.64802,-0.428447575,0.985,0.985,0.984416666666667,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
1340,b_nslongitudinal_eingevectordfEQ31,2.366845,0.95,1.0867615,3.81418375,1,1,1,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
1440,b_nslongitudinal_eingevectordfEQ32,4.231175,0.95,2.2303465,6.491222,1,1,1,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
1540,b_nslongitudinal_eingevectordfEQ33,0.1744045,0.95,-1.90729475,2.0080125,0.522416666666667,0.521416666666667,0.515916666666667,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
1040,b_nslatitudinal_eingevectordfEQ31,-2.01547,0.95,-3.84217075,-0.432290525,0.99725,0.997166666666667,0.99575,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
1143,b_nslatitudinal_eingevectordfEQ32,-8.434485,0.95,-15.56011,-2.3076635,1,1,1,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
1241,b_nslatitudinal_eingevectordfEQ33,-3.687825,0.95,-7.479705,-0.396448725000001,0.9875,0.9875,0.986583333333333,"mod_levdata_60a_only_threshold_min_BetaDiv_jac_splines
"
941,b_Intercept,-74.41455,0.95,-165.0184,14.38453,0.94775,0.947583333333333,0.946833333333333,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
841,b_Forest_patch_area,2.395025e-05,0.95,-0.000334513475,0.000387970225,0.551166666666667,0,0,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
741,b_Forest_coverage_2007,-2.209585,0.95,-8.82722425,4.22026875,0.752083333333333,0.743,0.698916666666667,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
341,b_bio2,-5.235385,0.95,-8.06580475,-2.49346875,0.99975,0.999666666666667,0.999416666666667,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
441,b_bio6,2.086785,0.95,-1.71235125,5.98106125,0.854333333333333,0.844833333333333,0.785583333333333,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
541,b_bio7,5.22328,0.95,2.291406,8.16521225,0.999583333333333,0.999416666666667,0.998833333333333,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
197,b_bio15,-0.588471,0.95,-1.05954075,-0.1204085,0.991833333333333,0.98175,0.60625,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
241,b_bio17,0.04364355,0.95,0.01747499,0.07008905,0.99975,0.00108333333333333,0,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
641,b_elevation,0.01459185,0.95,-0.00433528125,0.0337891875,0.93325,0,0,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
1641,b_sampling_effort,9.34384,0.95,-1.80670525,20.4334225,0.95075,0.950083333333333,0.941416666666667,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
1341,b_nslongitudinal_eingevectordfEQ31,4.485885,0.95,-2.092158,11.0969275,0.9095,0.905416666666667,0.883083333333333,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
1441,b_nslongitudinal_eingevectordfEQ32,6.73621,0.95,-3.92875225,17.35243,0.8915,0.887916666666667,0.870416666666667,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
1541,b_nslongitudinal_eingevectordfEQ33,13.46295,0.95,2.433047,24.4515075,0.991666666666667,0.991,0.989416666666667,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
1041,b_nslatitudinal_eingevectordfEQ31,-1.288205,0.95,-4.821363,2.28556175,0.7575,0.741916666666667,0.661083333333333,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
1144,b_nslatitudinal_eingevectordfEQ32,-8.19726,0.95,-21.0020375,4.78110774999999,0.892166666666667,0.89,0.877083333333333,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
1242,b_nslatitudinal_eingevectordfEQ33,2.55229,0.95,-4.4905385,9.56745749999999,0.753333333333333,0.745083333333333,0.702166666666667,"mod_levdata_60a_only_threshold_min_Rich_ratio_splines
"
942,b_Intercept,-66.9174,0.95,-106.98525,-17.875225,0.999,0.998916666666667,0.998916666666667,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
842,b_Forest_patch_area,1.453805e-07,0.95,-5.3722255e-06,5.5069235e-06,0.5205,0,0,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
742,b_Forest_coverage_2007,1.246095,0.95,-0.72660445,2.82537275,0.80175,0.799333333333333,0.793166666666667,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
342,b_bio2,-0.887481,0.95,-1.32414375,-0.3428861,1,1,1,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
442,b_bio6,3.05215,0.95,0.6032459,5.04630725,0.988916666666667,0.988833333333333,0.988416666666667,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
542,b_bio7,1.984625,0.95,0.704435975,3.03184425,1,1,1,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
198,b_bio15,0.282055,0.95,-0.023333215,0.5274483,0.956583333333333,0.949666666666667,0.899833333333333,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
242,b_bio17,-0.001374475,0.95,-0.0066586695,0.005362173,0.660166666666667,0.0360833333333333,0,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
642,b_elevation,0.01486005,0.95,0.00326872275,0.0243202,0.99125,0.84775,0,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
1642,b_sampling_effort,-7.036005,0.95,-12.8107025,0.104447224999999,0.972583333333333,0.972416666666667,0.97175,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
1342,b_nslongitudinal_eingevectordfEQ31,3.003605,0.95,1.1519285,4.5181935,1,1,1,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
1442,b_nslongitudinal_eingevectordfEQ32,5.121645,0.95,2.23008575,7.47707225,1,1,1,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
1542,b_nslongitudinal_eingevectordfEQ33,-0.5985375,0.95,-2.75884275,2.1651365,0.667083333333333,0.665833333333333,0.660083333333333,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
1042,b_nslatitudinal_eingevectordfEQ31,-2.68528,0.95,-4.6072715,-0.305644125,0.983,0.98275,0.982333333333333,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
1145,b_nslatitudinal_eingevectordfEQ32,-10.95955,0.95,-18.4431425,-1.7510175,0.986166666666667,0.986083333333333,0.985833333333333,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
1243,b_nslatitudinal_eingevectordfEQ33,-5.12606,0.95,-9.12497375,-0.184818225000002,0.980166666666667,0.980166666666667,0.979416666666667,"mod_levdata_60a_only_threshold10_BetaDiv_jac_splines
"
943,b_Intercept,-54.9416,0.95,-140.67755,34.1799074999999,0.893,0.892666666666667,0.891416666666667,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
843,b_Forest_patch_area,1.568075e-05,0.95,-0.0002937923,0.000328566425,0.539166666666667,0,0,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
743,b_Forest_coverage_2007,-2.276515,0.95,-8.27658625,3.89906525,0.773583333333333,0.765333333333333,0.72725,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
343,b_bio2,-3.44567,0.95,-5.86370975,-1.01631775,0.997583333333333,0.997083333333333,0.993,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
443,b_bio6,1.623785,0.95,-2.2488105,5.34042975,0.797333333333333,0.786666666666667,0.732083333333333,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
543,b_bio7,3.60307,0.95,0.86417605,6.292263,0.993833333333333,0.993416666666667,0.987,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
199,b_bio15,-0.472186,0.95,-0.939903525,-0.00693442575000013,0.976666666666667,0.952833333333333,0.589833333333333,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
243,b_bio17,0.0344634,0.95,0.00890280925,0.0592303925,0.99625,0.003,0,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
643,b_elevation,0.009959655,0.95,-0.00888695975,0.0280998275,0.851583333333333,0,0,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
1643,b_sampling_effort,7.94825,0.95,-2.914234,19.0932175,0.925166666666667,0.923416666666667,0.911916666666667,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
1343,b_nslongitudinal_eingevectordfEQ31,4.710725,0.95,-1.48680275,10.886815,0.932583333333333,0.93,0.912916666666667,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
1443,b_nslongitudinal_eingevectordfEQ32,7.27304,0.95,-2.83576175,17.3782425,0.919333333333333,0.91725,0.90675,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
1543,b_nslongitudinal_eingevectordfEQ33,10.8728,0.95,-0.0300971849999993,21.60659,0.9745,0.973166666666667,0.97,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
1043,b_nslatitudinal_eingevectordfEQ31,-1.05942,0.95,-4.52186225,2.501647,0.720166666666667,0.7075,0.637916666666667,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
1146,b_nslatitudinal_eingevectordfEQ32,-6.974015,0.95,-19.7306625,6.4638965,0.848,0.845666666666667,0.831,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
1244,b_nslatitudinal_eingevectordfEQ33,1.61502,0.95,-5.37803125,8.816465,0.675,0.667583333333333,0.62875,"mod_levdata_60a_only_threshold10_Rich_ratio_splines
"
944,b_Intercept,-55.09305,0.95,-94.4904925,-15.2711975,1,1,1,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
844,b_Forest_patch_area,2.56185e-07,0.95,-5.75655475e-06,6.12764825e-06,0.531916666666667,0,0,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
744,b_Forest_coverage_2007,0.771973,0.95,-0.830840875,2.3111015,0.734333333333333,0.73275,0.727666666666667,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
344,b_bio2,-0.7825855,0.95,-1.21562625,-0.34064285,1,1,1,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
444,b_bio6,2.474955,0.95,0.4994227,4.43141275,1,1,1,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
544,b_bio7,1.67816,0.95,0.6384712,2.7113195,1,1,1,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
1100,b_bio15,0.2150165,0.95,-0.0286358125,0.456966225,0.929,0.922833333333333,0.883,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
244,b_bio17,6.37966e-05,0.95,-0.0051585595,0.00538716125,0.509916666666667,0.015,0,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
644,b_elevation,0.01213285,0.95,0.0027666015,0.021417045,1,0.845833333333333,0,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
1644,b_sampling_effort,-5.48656,0.95,-11.13504,0.2238186,0.9505,0.950083333333333,0.948833333333333,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
1344,b_nslongitudinal_eingevectordfEQ31,2.59122,0.95,1.10538725,4.09153925,1,1,1,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
1444,b_nslongitudinal_eingevectordfEQ32,4.37657,0.95,2.0633885,6.724991,1,1,1,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
1544,b_nslongitudinal_eingevectordfEQ33,-0.0733811,0.95,-2.20161675,2.12754975,0.527583333333333,0.5245,0.514,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
1044,b_nslatitudinal_eingevectordfEQ31,-2.09608,0.95,-3.981001,-0.191580825,0.996,0.9955,0.993916666666667,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
1147,b_nslatitudinal_eingevectordfEQ32,-8.76583,0.95,-16.09166,-1.37038125,1,1,1,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
1245,b_nslatitudinal_eingevectordfEQ33,-3.98761,0.95,-7.904944,-0.0366287425000004,0.979166666666667,0.978916666666667,0.975166666666667,"mod_levdata_60a_sesam_only_BetaDiv_jac_splines
"
945,b_Intercept,-46.9402,0.95,-130.7304,36.448165,0.860916666666667,0.860833333333333,0.859833333333333,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
845,b_Forest_patch_area,9.810905e-06,0.95,-0.000251823525,0.000267234075,0.529333333333333,0,0,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
745,b_Forest_coverage_2007,-2.25421,0.95,-7.77680575,3.16772175,0.79075,0.785416666666667,0.753916666666667,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
345,b_bio2,-2.64908,0.95,-4.754924,-0.535557525,0.992666666666667,0.99125,0.983083333333333,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
445,b_bio6,1.38311,0.95,-2.319916,5.16970075,0.758833333333333,0.751333333333333,0.70575,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
545,b_bio7,2.917915,0.95,0.372314075,5.478417,0.9875,0.986166666666667,0.97575,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
1101,b_bio15,-0.4083065,0.95,-0.870915525,0.0544212149999999,0.958166666666667,0.9315,0.5955,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
245,b_bio17,0.03153075,0.95,0.009017365,0.0537655575,0.996833333333333,0.00983333333333333,0,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
645,b_elevation,0.008091065,0.95,-0.00996495525,0.0265417225,0.80375,0,0,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
1645,b_sampling_effort,6.76425,0.95,-4.06353025,17.4476075,0.887,0.8855,0.875916666666667,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
1345,b_nslongitudinal_eingevectordfEQ31,4.780775,0.95,-0.888422775,10.46663,0.95075,0.948583333333333,0.93475,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
1445,b_nslongitudinal_eingevectordfEQ32,7.046175,0.95,-2.356231,16.50007,0.92625,0.924833333333333,0.916,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
1545,b_nslongitudinal_eingevectordfEQ33,10.44115,0.95,0.680369075000001,20.209555,0.981166666666667,0.98025,0.9785,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
1045,b_nslatitudinal_eingevectordfEQ31,-0.771455,0.95,-4.29811875,2.7815445,0.669083333333333,0.656666666666667,0.5945,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
1148,b_nslatitudinal_eingevectordfEQ32,-6.02491,0.95,-19.1580525,7.11122325,0.811333333333333,0.809583333333333,0.79825,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
1246,b_nslatitudinal_eingevectordfEQ33,1.431765,0.95,-5.70232725,8.62995374999999,0.6565,0.6505,0.621333333333333,"mod_levdata_60a_sesam_only_Rich_ratio_splines

"
946,b_Intercept,-59.0858,0.95,-87.11964,-23.32265,1,1,1,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
846,b_Forest_patch_area,2.186065e-07,0.95,-5.8213865e-06,6.14370425e-06,0.527666666666667,0,0,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
746,b_Forest_coverage_2007,1.2149,0.95,-0.146676225,2.34069525,0.9565,0.955833333333333,0.949916666666667,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
346,b_bio2,-0.8698345,0.95,-1.18123375,-0.488585175,1,1,1,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
446,b_bio6,2.75535,0.95,0.9917999,4.14988225,1,1,1,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
546,b_bio7,1.766105,0.95,0.8337716,2.49848175,1,1,1,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
1102,b_bio15,0.2736135,0.95,0.058690475,0.445559825,0.998,0.995916666666667,0.988333333333333,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
246,b_bio17,-0.00257828,0.95,-0.00643996975,0.0019896025,0.826333333333333,0.107166666666667,0,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
646,b_elevation,0.0134585,0.95,0.00511535675,0.0200976625,1,0.972833333333333,0,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
1646,b_sampling_effort,-6.673275,0.95,-10.7196125,-1.62621175,0.99925,0.99925,0.999166666666667,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
1346,b_nslongitudinal_eingevectordfEQ31,2.52732,0.95,1.1756815,3.58430575,1,1,1,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
1446,b_nslongitudinal_eingevectordfEQ32,4.22595,0.95,2.11670975,5.88277725,1,1,1,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
1546,b_nslongitudinal_eingevectordfEQ33,-1.197305,0.95,-2.7748395,0.677770399999999,0.8655,0.864833333333333,0.857916666666667,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
1046,b_nslatitudinal_eingevectordfEQ31,-2.4956,0.95,-3.8486215,-0.815061825,1,1,1,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
1149,b_nslatitudinal_eingevectordfEQ32,-10.05455,0.95,-15.286025,-3.454933,1,1,1,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
1247,b_nslatitudinal_eingevectordfEQ33,-4.81032,0.95,-7.613861,-1.30622725,1,1,1,"mod_levdata_60a_threshold10_and_sesam_BetaDiv_jac_splines
"
947,b_Intercept,-39.4384,0.95,-126.42095,42.2702025,0.826833333333333,0.82625,0.824083333333333,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
847,b_Forest_patch_area,5.288605e-06,0.95,-0.0002335482,0.000251947175,0.517833333333333,0,0,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
747,b_Forest_coverage_2007,-2.103045,0.95,-7.4229585,3.22479149999999,0.78175,0.776833333333333,0.745583333333333,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
347,b_bio2,-2.176335,0.95,-4.2200525,-0.236406775,0.986,0.984333333333333,0.968416666666667,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
447,b_bio6,1.14303,0.95,-2.423887,4.85583425,0.732333333333333,0.723166666666667,0.668916666666667,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
547,b_bio7,2.431295,0.95,0.0234602750000005,5.054535,0.976,0.97325,0.957083333333333,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
1103,b_bio15,-0.364132,0.95,-0.808017625,0.0858019724999999,0.942916666666667,0.907083333333333,0.5615,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
247,b_bio17,0.02845245,0.95,0.00587022225,0.050994315,0.993166666666667,0.0126666666666667,0,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
647,b_elevation,0.00645843,0.95,-0.0110093225,0.02461033,0.762,0,0,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
1647,b_sampling_effort,5.886425,0.95,-4.56113425,16.1783375,0.856833333333333,0.854833333333333,0.84325,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
1347,b_nslongitudinal_eingevectordfEQ31,4.449165,0.95,-1.1570465,10.215135,0.942583333333333,0.94025,0.928916666666667,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
1447,b_nslongitudinal_eingevectordfEQ32,6.54753,0.95,-2.6330445,15.8157,0.92,0.918166666666667,0.908583333333333,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
1547,b_nslongitudinal_eingevectordfEQ33,9.3644,0.95,-0.364890775,19.0054,0.969583333333333,0.96875,0.963583333333333,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
1047,b_nslatitudinal_eingevectordfEQ31,-0.7128945,0.95,-4.0413715,2.7434445,0.652416666666667,0.641333333333333,0.583916666666667,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
1150,b_nslatitudinal_eingevectordfEQ32,-5.54774,0.95,-18.5284875,6.9444135,0.797166666666667,0.795333333333333,0.783666666666667,"mod_levdata_60a_threshold10_and_sesam_Rich_ratio_splines

"
